,email,q1,q2,q3,q4,q5
2468,8,"I have been an Asia Miles member for 5 years and have had good service, so far.",5,6,It covers a good amount of the airlines I usually use.,"provide more flights for upgrades, but then I suppose that's the airlines responsibility."
2469,10,Good if you're a frequent flyer.,2,4,Mainly uses asia miles to upgrade.,"Expand airlines alliances, allow Marco Polo members share more privileges with other airlines."
2470,10,方便、快捷。,7,6,可以从不同渠道进行累积。,"1.兑换机票的热线电话较难快捷的与服务人员直接对话；
2.航班的选择较少，尤以中国内地的航班为甚；
3.累积积分的宣传稍弱。"
2471,7,我有嘗試過向親友推蔫但他們很多時候未能成功註冊,2,5,形象不錯,每月只能查到儲了的里數總額而沒有breakdown這點可以改善
2472,8,Good Service overall. Easy to navigate website. relevant information shown. Easy to redeem points.,6,6,Ease of use,We can always use more points.
2473,4,,4,1,,
2474,8,,5,2,,Redemption website can be made more friendly and stable for use.  Telephone service should improve.
2475,8,因可以儲分換禮品。,3,6,NIL,NIL
2476,8,,5,5,,
2477,10,,4,4,,
2478,9,,4,2,,Make more air ticket available for redemption
2479,9,Suit travelers based in Asia better.,2,6,Pretty good profile of network partners.,To make it quicker to earn mileage.
2480,8,,6,6,,
2481,10,,6,6,,電話熱線等候太長時間
2482,10,for air ticket claim,7,5,save money,wild percentage of points
2483,9,Good,7,7,Redeem tickets,We can choose more different fly company
2484,7,,3,3,,
2485,9,it is a very good service !,4,4,to make an easier way to get the prizes !,
2486,0,known brand but most will agree its not easy redeeming and benefits not known in actual sense,4,2,It's brand,Provide some realistic and easier to process redemption procedures
2487,8,可換機票或其他禮物，信用卡積分換不到,4,4,,
2488,9,It offer more redemption choices than other rewards programs,7,3,online redemption and ability to top up miles in case you run a bit short.,Airline redemption is extremely difficult. You basically have to redeem 1 year in advance.
2489,7,,5,5,,
2490,6,It proven to be very hard to redeem a flight rewards with Asia miles.,5,2,The partnership with different airlines which makes the process to earn miles easy.,Consider to increase the quota for redemption.
2491,8,This is a good program for members to redeem flight.,4,2,Can redeem flight.,Open more seats for redemption.
2492,8,,6,6,Flexibility of redeeming miles for trips,miles required to upgrade is too high. Should not charge diamond for change flight on same route
2493,7,Redeeming flights to some destinations is almost impossible or very restrictive.,6,3,Affiliated with Cathay.,Allow more flight and upgrade redemptions.
2494,7,,2,2,,
2495,9,免手續費，直接轉入里數戶口，方便,5,6,無限期限制，多些8拆兌換優惠,無限期限制
2496,10,打電話去詢問很快有人接聽，及講解得清楚。,4,5,,
2497,9,"It's user friendly, it's informative and fascinating when It comes to Reward redemption.",6,6,Flight redemption,
2498,5,"When come to seat availability , CX doesn't release any seats obtained with Asia miles .",4,2,,
2499,10,It is just wonderful.....even better if more shops and merchants can be included for earning miles,4,6,Cheap tickets,Lower the redemption or accumulation  thresholds.
2500,4,"亞洲萬里通提供的額外奬賞途徑很多，但大都是有問題的而且要花氣力去追才會跟進。
包括飲食和問題奇多的iShop。我多次經過iShop購物均不能獲得奬賞。
此外電話難以接通是一個問題癥結。",6,3,大部份情況下，香港Call Center服務專員都比起其他航空公司(我亦是JGC Member)在服務態度和知識水平都優勝，而且他們往往能夠協助我們提供一些額外服務與資訊，讓我們行程更順暢。,我以往是MPC SL時都提出了一個問題:線路很難接通。雖然可選英語，但馬尼拉的服務人員無論態度和知識遠不及香港中心。但如果網站能處理我們飛行常客所需兌換，例如查找接駁客機，或如英航一樣可以查找OW航班
2501,10,"I've always had good service over the last few years during pre-flight, during and post flight.",7,6,Quick personal service,
2502,7,"It is good if you use CX or KA; for one world, it is almost impossible to redeem",3,2,Use for airline upgrade,"It is almost impossible to call to find out about status of upgrade , wait too long"
2503,7,"因為很多朋友已經有不同航空公司的會籍，例如 Marco Polo, AE, SingAir 等已經可以儲 mileage。
另外，有些時候一定要出示實體咭才能儲分，不接受電子版本，不方便和不夠彈性",4,6,定期發電郵update户口情況和優惠推廣,跟商户交易時可以接受電子版本的咭儲分
2504,5,,3,3,,
2505,5,very hard to redeem ticket from Hong Kong to Australia (Brisbane ),4,2,,"More easy to redeem ticket to Canada and Australia the better 
Now it's very hard to redeem ticket"
2506,3,,2,2,,
2507,8,,2,4,,
2508,10,It is good to save Asia Miles and redeem for free tickets.,7,5,Redeem Asia Miles for free tickets.,
2509,5,It is easy to earn points but due to the limitation of seats availablity of airline award tickets,7,2,Easy to earn points,Points expires in certain period of time
2510,1,BAD SERVICES,1,1,,
2511,9,,3,5,,
2512,7,,5,3,Can't think of any specific features,Be more easy and transparent that  when and how can the asia miles is able to redeem ticket
2513,10,Lots of possibilities to earn and redeem Asia miles,7,7,Possibilities to redeem your miles to dining options,Include even more dining opportunities
2514,9,I am using AE Cathay Card that credit can be transferred to AM.,6,5,already good,already good
2515,9,,6,2,很多航空夥伴,兌換機票頗難，經常是waiting list
2516,8,香港人的心愛的品牌,7,5,多些選項,未有
2517,7,can enjoy the flight with tax payment only,3,5,very clear info stated in website,can receive clients' phone call within short period of time
2518,8,"I like the program, have been able to redeem items. My family has also bene using it for years.",5,5,My parents have it linked up to their AmEx card which I think is great.,Be able to redeem more items in locations outside of HK.
2519,7,"換機票的確係令人幾開心。
不過熱門地方比較難換。",5,3,電話真係好難打得通，衰在換stop over又要打電話搞,
2520,10,,5,4,,Try offer much more air tickets for redemption.
2521,7,,3,3,,"獎勵里數與機票以外禮品實際價錢之兌換比例不合比例。因此沒有意欲換取禮品
Eg. 演唱會門票16,000mile = $480
台中來回機票 15,000mile =～$2,000"
2522,7,兑换机票较为吸引。,4,4,如果能够打通电话，服务员楽意提供幫助。,网上的信息更改后，但到地勤查詢時，信息還是舊的。
2523,8,,5,5,Mileages to claim free tickets,Password system
2524,8,,5,5,,
2525,9,"唯一美中不足是，幾難換機票!
有時360日前都未必換到。",5,3,,
2526,10,,5,5,,
2527,8,,4,2,,
2528,10,,7,7,,
2529,9,,2,4,,
2530,5,I do not understand why Cathay Pacific needed to change the reward system couple of months ago,2,2,HQ of Cathay is in Hong Kong,"Easier to get mileage per flight, easier to redeem the ticket,as always cannot get the wanted ticket"
2531,8,,5,5,,More partners
2532,8,Overall satisfied,3,3,On line check in and seat priority selection,More flexibility in redemption flights
2533,8,"not easy to redeem, especially partner flights",6,5,different ways/options to earn and redeem,"Make it easier to redeem flights, including partner airline (star alliance does well in this area)"
2534,9,Asiamiles loyalty program provides a vast range of earnings and redemption options suitable for most,5,5,Association with prestigious brands and redemption options,"partner with the likes of Uber, etc"
2535,8,,3,1,,
2536,5,You do not offer redemption for supermarket gift vouchers.,5,2,,
2537,10,,5,7,,
2538,10,I very much enjoying the benefits.,5,6,I upgrades my ticket to business class with it!,"couldn't think of anything now, just return from Shanghai after terrible delay KA to & return!"
2539,10,,3,3,,
2540,10,,4,3,,
2541,0,"新的賺取里數方法, 比以前雙倍地困難, 並已不再用飛行次數及里數統計, 變相用金錢買貴機票已得到里數.  那我不如用其他航空`公司用多啲錢買商務客位? 這種變相取得利益的行為有損你公司過住型像.",1,3,沒有,"這是貴公司應該檢討的責任, 客人沒有改善方案。以前做得好現在改變太大完全不合理, 身為顧客已經唔知道有乜嘢可以改善."
2542,6,,5,5,,
2543,9,,4,2,,
2544,8,消費之餘可賺取里數換取禮物。,4,5,加強了宣傳,加強食肆賺取里數的coverage
2545,9,,6,6,,
2546,5,,5,1,,
2547,8,"boz I  kept good experiences in past years , so i can recommend to others .",4,6,,
2548,5,,4,4,,
2549,8,可透過不同方式賺取里數或換取禮品，亦有多間航空公司供選擇，適合喜愛旅遊的同伴。,5,5,查閱可供兑换機位的方式簡便及不時與信用咭機構提供賺取里數的優惠,網上換取機票的系統時有不穩定的情況及熱線電話要待很久很久才有人接聽。以上情況均極需改善！
2550,10,,4,6,,
2551,10,,7,7,Nil,Nil
2552,6,,4,3,,
2553,8,Service keeping in high level,3,4,Lounge,More flexible to keep membership ranking
2554,6,"Quite difficult to redeem air ticket
Need to call in and limited lines for calling in",4,2,Can use miles to redeem ticket,"Open up more phone lines and no need to wait so long, more open to user the avaliability of seats"
2555,10,,7,3,,
2556,6,"Terrible wait time for calls, but that is the only option to do many things under the program.",5,2,Wide choice of airlines,Much more online functionality
2557,0,,3,6,no waitling when we make calls.  Sometimes are noboby call back or call after few days.,Let's customers can wait for operator take calls rather than leave messages.
2558,7,"nobody answer the phone, always nobody",5,3,if you can offer me 2 free tickets because I spent my time to answer you.,same as above
2559,10,,3,3,,
2560,9,Asiamiles can be redeemed through various channels and is quite flexible,4,6,Always have promotion with different areas,Should offer more flight tickets for redemption
2561,8,,3,2,,
2562,0,Because you guys have so many different booking class and some booking class  is not eligible too,5,4,Very few seats available to redeem,"Even my hair requested  males was not available 
Fast mail was as requested during the flight seco"
